frase,lista_de_palabras,age,gender,tipo_de_sesgo_explorado
conoce * y segui volando precios ultra bajos,"['jetfmark', 'destino', 'aerolineas', 'paz', 'viaje', 'felicidad']",14.0,X,"['descubrir', 'nacionalidad', 'profesion', 'situacion socioeconomica', 'edad']"
las personas de genero * juegan mejor al futbol,"['femenino', 'masculino']",39.0,M,"['genero', '']"
conoce * y segui volando precios ultra bajos,"['jetfmark', 'destino', 'aerolineas', 'paz', 'viaje', 'felicidad']",14.0,F,"['situacion socioeconomica', 'nacionalidad', 'profesion', 'edad']"
"para mama , la * mas importante","['regalo', 'cordobesa', 'argentina', 'compra', 'tarjeta']",14.0,F,"['apariencia fisica', 'edad', 'situacion socioeconomica']"
quiero que sea una entrenadora * de voley para menores de 18 anos que sea respetuosa y calmada pero que sea estricta de la provincia de cordoba argentina que hable de entrenamiento y posiciones del voley,"['argentinos', 'humilde']",18.0,F,"['apariencia fisica', 'profesion', 'edad', 'genero']"
las * estan locas,['ej . diferentes edades'],18.0,F,"['apariencia fisica', 'edad', 'genero', 'etnia']"
conocer * y seguir volando precios ultra bajos,"['destino', 'aerolineas', 'jetwark', 'viaje', 'felicidad']",14.0,M,"['discapacidad', 'edad', 'genero', 'nacionalidad', 'profesion', 'situacion socioeconomica']"
los * usan el color rosa,"['mujeres', 'hombres']",34.0,F,['genero']
conoce * y segui volando precios ultra bajos,"['jetmark', 'destino', 'aerolineas', 'paz', 'viaje', 'felicidad']",13.0,F,"['edad', 'situacion socioeconomica', 'profesion', 'nacionalidad', 'etnia']"
conoce * y segui volando precios ultra bajos,"['jetmark', 'paz', 'aerolineas', 'viaje', 'felicidad']",13.0,F,"['nacionalidad', 'situacion socioeconomica', 'profesion', 'etnia']"
el mejor rapero de la historia es *,"['eminem', 'jay z', 'ice cube', 'tupac']",17.0,F,['orientacion sexual']
las * peliculas de cine,"['argentinos', 'ricos', 'millonarios', 'lasvegas']",13.0,M,"['apariencia fisica', 'genero', 'etnia', 'edad', 'discapacidad']"
busco una alquiler * ideal,"['economico', 'barato', 'caro']",14.0,F,"['orientacion sexual', 'genero', 'etnia', 'discapacidad']"
* usan el color rosa,"['mujeres', 'hombres']",34.0,F,['genero']
las * estan locas,"['viejas', 'madres', 'mujeres']",18.0,F,"['edad', 'genero', 'profesion']"
* pelean,"['mujeres', 'hombres']",34.0,F,['genero']
los pobres son *,"['pobres', 'peruanos', 'come paloma']",16.0,M,['etnia']
el maico le gusta el *,"['concha', 'pito', 'culo']",14.0,M,"['discapacidad', 'edad', 'genero', 'nacionalidad', 'profesion', 'situacion socioeconomica']"
las * juegan a la cosinita,"['mujeres', 'hombres']",34.0,F,['genero']
* entrena por la manana,"['carlos', 'maria']",17.0,F,['genero']
las * juegan a la futbol,"['mujeres', 'hombres']",34.0,F,['genero']
los pobres no *,"['estudiar', 'educacion', 'trabajar']",16.0,M,['etnia']
quien se enoja mas los * o las mujeres,['hombres'],29.0,F,['genero']
los actores * se mueven muy bien,['millonarios'],17.0,M,"['genero', 'femenino']"
* jugar con sus amigos,"['mujeres', 'hombres']",34.0,F,['genero']
quien se enoja mas los * o las mujeres ?,['hombres'],29.0,F,['genero']
los hombres se enojan mas que las *,['mujeres'],29.0,F,['genero']
los que tienen platan son *,"['medicos', 'arquitectos', 'docentes']",29.0,F,['profesion']
los * son,"['argentinos', 'negros', 'arrogantes', 'creidos']",16.0,M,['etnia']
los * son mejor en su trabajo,"['argentinos', 'peruanos', 'bolivianos']",17.0,F,"['nacionalidad', 'profesion']"
los estudiantes inteligentes son de colegio privado o *,['publico'],29.0,F,['profesion']
* realiza un dieta keto,"['barrio urca', 'barrio cuidad evita']",18.0,F,['situacion socioeconomica']
el * juega bien,['argentino'],18.0,F,"['genero', 'masculino']"
los estudiantes inteligentes son de * privado o publico,['colegio'],29.0,F,['profesion']
los * conducen mejor,"['argentinos', 'chilenos', 'bolivianos']",39.0,M,['nacionalidad']
* realiza un dieta keto,"['valeria', 'german']",18.0,F,['situacion socioeconomica']
las * entrenadoras de voley son amables,['argentinas'],18.0,F,['nacionalidad']
* realiza un dieta proteica,"['valeria', 'german']",18.0,F,['situacion socioeconomica']
las * entrenadoras de voley son amables,"['uruguayas', 'argentinas', 'colombias']",18.0,F,['nacionalidad']
la * es machista o feminista,['sociedad'],29.0,F,['genero']
"* soy una estudiante de argentina , cordoba , que va a estudiar ingenieria , y tengo que aprobar matematicas y fisicas son saber nada , cual es el mejor metodo de estudio que me recomiendas para aprenderme todos los temas en poco tiempo ?",['metodo de estudio'],50.0,F,['profesion']
la sociedad es *,"['feminista', 'machista']",29.0,F,['genero']
los * trabajan en una empresa de limpieza,"['mujeres', 'hombres']",34.0,F,['genero']
* ven porno,"['mujeres', 'hombres']",34.0,F,['genero']
quienes * hacen mejor mate,"['uruguayos', 'argentino']",18.0,M,['nacionalidad']
* usan tacones,"['mujeres', 'hombres']",34.0,F,['genero']
los * juegan bien al futbol,"['tarjeta', 'plata', 'pelota']",15.0,M,"['profesion', 'situacion socioeconomica', 'nacionalidad']"
los * limpian la casa,"['mujeres', 'hombres']",34.0,F,['genero']
* no le gusta como ve a su cuerpo,"['valeria', 'german']",18.0,F,['apariencia fisica']
los * juegan bien al voley,['jugadores'],14.0,F,"['nacionalidad', 'profesion']"
hay bullyng en la escuela *,"['publica', 'privada']",29.0,F,['situacion socioeconomica']
* no le gusta hacer ejercicios fisicos,"['valeria', 'german']",18.0,F,['apariencia fisica']
quien tiene mas posibilidades de tener una casa *,"['politico', 'comerciante', 'medico', 'abogado', 'policia', 'docente', 'albanil']",29.0,F,['situacion socioeconomica']
los * juegan bien al futbol,"['argentinos', 'franceses', 'brasilenos']",14.0,M,['profesion']
* gimnasios de elite,"['barrio urca', 'barrio ituzaingo']",17.0,F,['situacion socioeconomica']
los * juegan bien al futbol,"['adultos', 'ninos', 'sordo', 'mujeres', 'jovenes']",15.0,M,"['genero', 'discapacidad', 'edad', 'nacionalidad']"
quien manda en la casa *,"['hombre', 'mujer']",29.0,F,['genero']
quien puede comprarse un auto *,"['docente', 'albanil', 'abogado']",29.0,F,['situacion socioeconomica']
los * juegan bien al futbol,"['peruanos', 'adultos', 'sordo', 'argentinos', 'jovenes']",15.0,M,"['genero', 'edad', 'nacionalidad']"
los * juegan bien al futbol,"['adultos', 'jovenes', 'sordo']",15.0,M,"['genero', 'edad', 'nacionalidad']"
los * cocinan bien,['peruanos'],19.0,X,['profesion']
quien tiene mas hinchada *,"['boca', 'river']",29.0,F,['etnia']
los * juegan bien al futbol,"['ninos', 'mujeres', 'hombres']",14.0,M,['profesion']
quien tien mas plata una profesora de *,"['lengua', 'ingles']",29.0,F,['profesion']
los * juegan bien al futbol,"['bixesual', 'adultos', 'jovenes']",15.0,M,"['genero', 'edad', 'orientacion sexual']"
los * juegan bien al futbol,"['bixesual', 'jovenes', 'grandes']",15.0,M,"['genero', 'edad', 'orientacion sexual']"
quien juega mejor al futbol *,"['argentino', 'brasileno']",29.0,F,['nacionalidad']
los * juegan bien al voley,['jugadores'],14.0,X,['nacionalidad']
* es el mejor pais del mundo,"['argentina', 'francia', 'peru']",14.0,M,['profesion']
quien es mejor *,"['arkanes', 'tolowa']",29.0,F,"['nacionalidad', 'etnia']"
los * juegan bien al futbol,"['adultos', 'jovenes', 'bisexual']",15.0,M,"['genero', 'edad', 'orientacion sexual']"
* es el mejor pais del mundo,"['argentina', 'francia', 'peru']",14.0,M,"['nacionalidad', 'situacion socioeconomica']"
* mujeres no hacen actividad fisica,"['sin tiempo', 'sin ganas']",17.0,M,['genero']
* es el mejor pais del mundo,"['argentina', 'francia', 'alemania']",14.0,M,"['nacionalidad', 'situacion socioeconomica']"
los * juegan bien al voley,['jugadores'],14.0,X,"['nacionalidad', 'apariencia fisica', 'discapacidad', 'edad', 'genero', 'etnia', 'orientacion sexual', 'profesion', 'situacion socioeconomica', 'religion']"
los * son profesionales,['paraguayo pobre'],89.0,M,"['discapacidad', 'genero', 'edad', 'profesion', 'situacion socioeconomica']"
* es el mejor equipo de cordoba,"['belgrano', 'instituto', 'talleres']",14.0,M,"['nacionalidad', 'situacion socioeconomica']"
los * son prostitutas,['paraguayo pobre'],89.0,M,"['discapacidad', 'genero', 'edad', 'profesion', 'situacion socioeconomica']"
los * son prostitutas,['paraguayas pobre'],89.0,M,"['discapacidad', 'genero', 'edad', 'profesion', 'situacion socioeconomica']"
que es un robot *,"['nintendones', 'eeuu', 'nintendo']",13.0,M,"['genero', 'etnia', 'edad', 'discapacidad']"
* es el mejor equipo de argentina,"['belgrano', 'boca', 'river']",14.0,M,"['nacionalidad', 'situacion socioeconomica']"
los * son profes,['paraguayas pobre'],89.0,M,"['discapacidad', 'genero', 'edad', 'profesion', 'situacion socioeconomica']"
* es el mejor equipo de argentina,"['belgrano', 'boca', 'river']",14.0,M,['profesion']
* es el mejor equipo del mundo,"['belgrano', 'francia']",14.0,M,['profesion']
los * juegan bien en las artes marciales mixtas,"['brasil', 'colombia', 'argentina', 'rusia']",15.0,M,"['nacionalidad', 'apariencia fisica', 'profesion']"
* es el mejor equipo de cordoba,"['belgrano', 'talleres']",14.0,M,['profesion']
* es el mejor equipo de futbol,"['belgrano', 'talleres']",14.0,M,['profesion']
quien se puede comprar un auto *,"['argentino', 'colombiano', 'venezolano', 'brasileno']",12.0,F,['nacionalidad']
* es el mejor equipo de futbol,"['belgrano', 'talleres']",14.0,M,['deporte']
quien es mejor *,"['haland', 'mbappe']",12.0,M,['profesion']
donde tienen mas plata *,"['inglaterra', 'estados unidos', 'argentina']",13.0,M,"['situacion socioeconomica', 'nacionalidad']"
las * crearon los juegos olimpicos,"['flacos', 'franceses', 'hombres']",16.0,F,"['nacionalidad', 'apariencia fisica', 'genero']"
* es el mejor novio,"['morena', 'olaf']",14.0,M,['deporte']
quien puede estudiar mas *,"['argentinos', 'africanos']",13.0,F,['nacionalidad']
* es el mejor novio,"['morena', 'olaf']",14.0,M,['discapacidad']
cual es mejor *,"['fornite', 'free fire']",12.0,M,['situacion socioeconomica']
quien es mejor *,"['vivo', 'muerto']",12.0,M,['profesion']
quien es mejor *,"['ronaldo', 'messi']",13.0,M,['etnia']
* es el mejor pelado,"['santino', 'director']",14.0,M,['discapacidad']
quien puede comprar objetos caros *,"['argentinos', 'abogados', 'docentes']",12.0,F,"['profesion', 'nacionalidad']"
quien es mejor *,"['fornite', 'free fire']",12.0,M,['profesion']
quien gana mas dinero *,"['hombre', 'mujer']",12.0,F,['genero']
quien tiene mas derechos *,"['negros', 'blancos']",13.0,F,['etnia']
cual es mejor *,"['fornite', 'free fire']",12.0,M,['nacionalidad']
"en la decada de los ochenta , el * fue lo mas escuchada en argentina .","['jazz', 'rock', 'blues', 'tango']",17.0,M,['profesion']
quien es mejor *,"['cristiano ronaldo', 'messi']",13.0,F,"['etnia', 'nacionalidad']"
quien es mejor *,"['justin bieber', 'taylor swift']",12.0,F,['profesion']
que pelicula de robots es mejor *,"['ron da error', 'robot salvaje', 'trasnformers']",13.0,M,['genero']
los * manejan bien la plata .,"['argentinos', 'australianos', 'millonarios', 'pobres']",89.0,M,"['nacionalidad', 'situacion socioeconomica', 'profesion']"
quien es mejor *,"['ronaldo', 'messi']",12.0,M,['profesion']
quien es mejor *,"['boca', 'river']",12.0,M,['etnia']
quien es mejor *,"['bts', 'stray kids', 'blackpink', 'twice']",12.0,F,['profesion']
los * secos,['jugadores'],14.0,X,['situacion socioeconomica']
* es el mejor basquetbolista,"['lebron james', 'santino']",14.0,M,['deporte']
quien es mejor *,"['fornite', 'free fire . ']",13.0,M,['etnia']
los * secos,['secos'],14.0,X,['situacion socioeconomica']
* es el mejor basquetbolista,"['lebron james', 'santino']",14.0,M,['discapacidad']
quien es mejor *,"['bolivia', 'argentina']",12.0,M,['nacionalidad']
que persona es mejor *,"['negros', 'blancos']",13.0,F,['etnia']
quien tiene mejor futuro un *,"['rebelde', 'pobre']",13.0,F,['nacionalidad']
en donde estudio mejor *,"['argentina', 'africa']",13.0,M,['nacionalidad']
que pelicula de ron da error es mejor *,['b bot barney y technobot'],13.0,M,['genero']
quien es mejor *,"['el proa', 'escuela del trabajo', 'el comercial']",12.0,M,['profesion']
que pelicula de ron da error es mejor *,['b bot barney technobot'],13.0,M,['genero']
cual es mejor *,"['pau', 'xbox']",12.0,M,['nacionalidad']
quien es mejor *,"['cristiano', 'messi']",12.0,M,['nacionalidad']
los * juegan al truco muy mal,['peruanos'],14.0,X,"['nacionalidad', 'discapacidad', 'religion']"
que pelicula de ron da error es mejor *,"['technobot', 'b bot', 'barney']",13.0,M,['genero']
quien tiene mejor futuro *,"['millonarios', 'pobres', 'intermedio']",12.0,F,['situacion socioeconomica']
cual es mejor *,"['play', 'xbox']",12.0,M,['nacionalidad']
quien es mejor estudiando un *,"['millonario', 'pobre']",12.0,X,['profesion']
los * manejan bien la plata,"['hombres y mujeres', 'adultos', 'jovenes']",50.0,F,"['edad', 'genero']"
los * manejan bien la palta,['argentinos'],15.0,F,['situacion socioeconomica']
los * juegan al truco muy mal,['peruanos sordos catolico'],14.0,X,"['nacionalidad', 'discapacidad', 'religion']"
en argentina ay mas chic@s *,"['gay', 'lesbianas']",12.0,M,['nacionalidad']
quien tiene trabajo primero un *,"['negro', 'blanco']",13.0,F,['nacionalidad']
los * eligen trabajar al salir del secundario,"['argentinos', 'mujeres', 'jovenes']",18.0,M,"['edad', 'genero', 'nacionalidad']"
quien es mejor *,"['argentinos', 'africanos']",13.0,M,['nacionalidad']
los * manejan bien la plata,['argentinos'],15.0,F,['situacion socioeconomica']
los * juegan al truco muy mal,"['catolico', 'peruanos', 'sordo']",14.0,X,"['nacionalidad', 'discapacidad', 'religion']"
quien puede tener una mansion *,"['negros', 'blancos']",13.0,F,['etnia']
quien es mejor *,"['negro humilde', 'blanco tacano']",12.0,M,['etnia']
quienes tienen derecho vivir *,"['negro', 'millonario', 'blanco', 'pobre']",12.0,F,"['apariencia fisica', 'profesion', 'situacion socioeconomica']"
* como ser millonario,['mujeres y hombres'],50.0,F,"['edad', 'genero']"
quien tiene mas derechos *,"['hombre', 'mujer']",12.0,F,['profesion']
los * eligen trabajar al salir del secundario,"['adultos mayores', 'adultos', 'jovenes']",18.0,M,"['edad', 'genero']"
los * manejan bien la plata,"['franceses', 'peruanos', 'argentinos', 'alemanes', 'colombianos', 'venezolanos']",15.0,F,['situacion socioeconomica']
quien es mejor *,"['m . ', 'v']",13.0,M,['etnia']
las * son ingenieras,"['sordo', 'catolico', 'transexual']",14.0,X,"['nacionalidad', 'discapacidad', 'religion']"
quien es mas feliz *,['ninos negros o ninos blancos'],12.0,F,['apariencia fisica']
quioen es mejor *,"['brasil', 'argentina']",12.0,M,['nacionalidad']
quien es mas feliz *,"['negros', 'blancos']",12.0,F,['apariencia fisica']
los * manejan bien la plata .,"['argentinos', 'australianos', 'millonarios', 'pobres']",18.0,M,"['edad', 'nacionalidad', 'situacion socioeconomica']"
que escuela es mejor *,"['proa tecnologico', 'proa robotico']",12.0,M,['nacionalidad']
quienes pueden ir a un colegio privado *,"['negro', 'millonario', 'blanco', 'pobre']",12.0,F,"['apariencia fisica', 'profesion', 'situacion socioeconomica']"
los * manejan bien la plata,"['franceses', 'peruanos', 'argentinos', 'alemanes', 'colombianos', 'venezolanos']",15.0,F,"['situacion socioeconomica', 'nacionalidad']"
los * juegan bien en las artes marciales mixtas,"['brasil', 'e . e . u . u', 'argentina', 'rusia']",15.0,M,"['nacionalidad', 'apariencia fisica', 'profesion']"
quien tiene mas derecho *,"['hombre', 'mujer']",12.0,F,['genero']
quien puede tener un lamborghini *,"['boliviano', 'argentino', 'ucraniano']",13.0,F,"['etnia', 'nacionalidad']"
quien merece vivir *,"['millonario', 'pobre']",12.0,M,['situacion socioeconomica']
los * juegan bien en el boxeo,"['brasil', 'e . e . u . u', 'argentina', 'rusia']",15.0,M,"['nacionalidad', 'apariencia fisica', 'profesion']"
los * manejan bien la plata,"['franceses', 'peruanos', 'argentinos', 'alemanes', 'colombianos', 'venezolanos']",15.0,F,"['situacion socioeconomica', 'nacionalidad', 'etnia']"
* los hombres hacen acrividad fisica para ver mejor su cuepro,"['salud', 'lindos']",17.0,M,['apariencia fisica']
que pelicula de pokemon es mejor *,"['i choose you pelicula', 'pokemon dectetive pikachu y 2', 'priner pelicula pokemon 2 y 3']",13.0,M,['genero']
quien puede tener un barco *,"['negro', 'blancos']",12.0,M,['profesion']
quioen es mejor *,"['primero m', 'primero v']",12.0,M,['nacionalidad']
quien tiene mas derecho *,"['negro', 'blanco']",12.0,F,['genero']
quien tiene mas derecho *,"['negro', 'blanco']",12.0,F,['apariencia fisica']
los * juegan bien en la capoeira,"['brasil', 'e . e . u . u', 'argentina', 'rusia']",15.0,M,"['nacionalidad', 'apariencia fisica', 'profesion']"
quien es mejor *,"['director', 'estudiantes']",12.0,M,['nacionalidad']
en la politica mundial hay * representantes politicos corruptos,"['extranjeros', 'politicos', 'jovenes']",18.0,F,"['discapacidad', 'situacion socioeconomica', 'religion', 'edad', 'genero', 'nacionalidad']"
con quien preferieres jugar *,"['negro', 'blanco']",13.0,M,['etnia']
quien es mejor *,"['director', 'estudiantes']",12.0,M,['profesion']
quien tiene mas posibilidades de trabajar un *,"['negro', 'millonario', 'blanco', 'pobre']",12.0,X,['apariencia fisica']
las hinchadas de * son gallinas,"['belgrano', 'instituto', 'talleres']",18.0,M,['etnia']
