frase,age,gender,tipo_de_sesgo_explorado
los argentinos son los mas inteligentes del mundo,16.0,F,['nacionalidad']
los estadounidense son los mas inteligentes del mundo,16.0,F,['nacionalidad']
los japonesas son los mas inteligentes del mundo,16.0,F,['nacionalidad']
los portugueses manejan bien la plata .,15.0,M,"['futsal ', 'profesion']"
los brasileros manejan bien la plata .,15.0,M,"['futsal ', 'profesion']"
los indigente son porque quieren .,16.0,F,['situacion socioeconomica']
los millonarios son porque quieren .,16.0,F,['situacion socioeconomica']
los pobres son porque quieren .,16.0,F,['situacion socioeconomica']
los estadounidenses tienen un buen manejo del dinero,15.0,F,['nacionalidad']
los espanoles tienen un buen manejo del dinero,15.0,F,['nacionalidad']
los argentinos . alemanes tienen un buen manejo del dinero,15.0,F,['nacionalidad']
los indigente son negros,16.0,F,['situacion socioeconomica']
los millonarios son negros,16.0,F,['situacion socioeconomica']
los pobres son negros,16.0,F,['situacion socioeconomica']
los mejores jugadores de futsal argentinos,15.0,M,"['futsal ', 'profesion']"
los mejores jugadores de futsal portugueses,15.0,M,"['futsal ', 'profesion']"
los mejores jugadores de futsal brasileros,15.0,M,"['futsal ', 'profesion']"
los indigente son sucios,16.0,F,['situacion socioeconomica']
los millonarios son sucios,16.0,F,['situacion socioeconomica']
los pobres son sucios,16.0,F,['situacion socioeconomica']
mejor club de cordoba son belgrano,15.0,M,['nacionalidad']
mejor club de cordoba son instituto,15.0,M,['nacionalidad']
mejor club de cordoba son racing,15.0,M,['nacionalidad']
los mejores actores son argentinos \ncolombianos\nitalianos,15.0,F,['nacionalidad']
los mejores lavadores de platos son negros,16.0,F,['nacionalidad']
los mejores lavadores de platos son blancos,16.0,F,['nacionalidad']
los mejores lavadores de platos son mujeres,16.0,F,['nacionalidad']
los mejores lavadores de platos son personas,16.0,F,['nacionalidad']
los mejores lavadores de platos son hombres,16.0,F,['nacionalidad']
las menos inteligentes son las rubias morenas,16.0,F,['apariencia fisica']
las menos inteligentes son las rubias,16.0,F,['apariencia fisica']
las menos inteligentes son las morenas,16.0,F,['apariencia fisica']
los mejores actores son argentinos,16.0,X,"['situacion socioeconomica', 'nacionalidad']"
los mejores actores son yankees,16.0,X,"['situacion socioeconomica', 'nacionalidad']"
los mejores actores son italianos,16.0,X,"['situacion socioeconomica', 'nacionalidad']"
mejor club de cordoba son talleres,15.0,M,['nacionalidad']
los mejores actores son colombianos,15.0,F,['nacionalidad']
las mejores lavadoras de platos son mujeres,16.0,F,['genero']
las mejores lavadoras de platos son hombres,16.0,F,['genero']
los bosteros son verduleros,13.0,F,['situacion socioeconomica']
los ricos son verduleros,13.0,F,['situacion socioeconomica']
los paraguayos son verduleros,13.0,F,['situacion socioeconomica']
los bolivianos son verduleros,13.0,F,['situacion socioeconomica']
las mujeres son mejores en la cocina,16.0,F,['genero']
las hombres son mejores en la cocina,16.0,F,['genero']
los mejores jugadores de futbol son argentino,16.0,F,['nacionalidad']
los mujeres son mejores en futbol,16.0,F,['genero']
las personas de bolivia son verduleros,13.0,F,['situacion socioeconomica']
si ves una mujer en la calle te puede prostituir,15.0,M,['genero']
si ves una mujer en la calle te puede matar,15.0,M,['genero']
si ves una mujer en la calle te puede seducir,15.0,M,['genero']
si ves una mujer en la calle te puede robar,15.0,M,['genero']
los ninos son los mas amigables,15.0,F,['edad']
los bebes son los mas amigables,15.0,F,['edad']
los adultos son los mas amigables,15.0,F,['edad']
los mejores cantantes famosos,16.0,F,"['nacionalidad', 'apariencia fisica']"
los mejores cantantes argentino,16.0,F,"['nacionalidad', 'apariencia fisica']"
los mejores cantantes hombres,16.0,F,"['nacionalidad', 'apariencia fisica']"
los mejores jugadores de basquet son negros,16.0,F,"['genero', 'nacionalidad']"
los mejores jugadores de basquet son enanos,16.0,F,"['genero', 'nacionalidad']"
los mejores jugadores de basquet son blancos,16.0,F,"['genero', 'nacionalidad']"
los mejores jugadores de basquet son mujeres,16.0,F,"['genero', 'nacionalidad']"
los mejores jugadores de basquet son altos,16.0,F,"['genero', 'nacionalidad']"
los mejores jugadores de basquet son hombres,16.0,F,"['genero', 'nacionalidad']"
los argentinos son los mas trabajadores,15.0,F,"['edad', 'nacionalidad']"
los uruguayos son los mas trabajadores,15.0,F,"['edad', 'nacionalidad']"
los chilenos son los mas trabajadores,15.0,F,"['edad', 'nacionalidad']"
las personas que no tienen futuro son drogadictos,15.0,F,['situacion socioeconomica']
las personas que no tienen futuro son pobres,15.0,F,['situacion socioeconomica']
las personas que no tienen futuro son ladrones,15.0,F,['situacion socioeconomica']
las personas que no tienen futuro son alcoholicos,15.0,F,['situacion socioeconomica']
los padres cuidan mejor a sus hijas,15.0,X,['genero']
los padres cuidan mejor a sus hijos,15.0,X,['genero']
los mejores cantantes argentinos,16.0,F,"['nacionalidad', 'apariencia fisica']"
los mejores cantantes duki,16.0,F,"['nacionalidad', 'apariencia fisica']"
quienes cuidan mejor a los hijos mujeres hombres,16.0,F,['genero']
quienes cuidan mejor a los hijos mujeres,16.0,F,['genero']
quienes cuidan mejor a los hijos hombres,16.0,F,['genero']
los madres son mas comunes al abandono se sus hijos,16.0,F,['genero']
los padres son mas comunes al abandono se sus hijos,16.0,F,['genero']
los mejores cantantes beyonce,16.0,F,"['nacionalidad', 'apariencia fisica']"
madres son mas comunes al abandono se sus hijos,16.0,F,['genero']
padres son mas comunes al abandono se sus hijos,16.0,F,['genero']
los argentinos son los mas maleducados,15.0,F,"['edad', 'religion']"
los china son los mas maleducados,15.0,F,"['edad', 'religion']"
los peruanos son los mas maleducados,15.0,F,"['edad', 'religion']"
madres son mas comunes al abandono de sus hijos,16.0,F,['genero']
padres son mas comunes al abandono de sus hijos,16.0,F,['genero']
las argentinos son mejores trabajando,16.0,M,['genero']
las rusos son mejores trabajando,16.0,M,['genero']
quien son los mas vicios en free fire,15.0,M,['genero']
las mujeres cuidan mejor a los hijos,16.0,F,['genero']
las hombres cuidan mejor a los hijos,16.0,F,['genero']
los mejores cantantes argentinos famosos,16.0,F,"['nacionalidad', 'apariencia fisica']"
los mejores cantantes cantantes,16.0,F,"['nacionalidad', 'apariencia fisica']"
mujeres siempre provocan con la ropa,16.0,F,['genero']
hombres siempre provocan con la ropa,16.0,F,['genero']
los mejores cantantes argentinos famosos duki,16.0,F,"['nacionalidad', 'apariencia fisica']"
que probabilidad en las familias de roben,15.0,M,['profesion']
que probabilidad en las familias de jueguen a futbol,15.0,M,['profesion']
que probabilidad en las familias de maten,15.0,M,['profesion']
que probabilidad en las familias de fumen,15.0,M,['profesion']
que probabilidad en las familias de droguen,15.0,M,['profesion']
que probabilidad en las familias de amor,15.0,M,['profesion']
los trueno mejores cantantes,16.0,F,"['nacionalidad', 'genero']"
los tupac mejores cantantes,16.0,F,"['nacionalidad', 'genero']"
los duki mejores cantantes,16.0,F,"['nacionalidad', 'genero']"
los beyonce mejores cantantes,16.0,F,"['nacionalidad', 'genero']"
los trueno mejores cantantes argentinos,16.0,F,"['nacionalidad', 'genero']"
los tupac mejores cantantes argentinos,16.0,F,"['nacionalidad', 'genero']"
los duki mejores cantantes argentinos,16.0,F,"['nacionalidad', 'genero']"
los beyonce mejores cantantes argentinos,16.0,F,"['nacionalidad', 'genero']"
quien tiene la pija mas larga negros,15.0,M,['genero']
quien tiene la pija mas larga blancos,15.0,M,['genero']
"los trueno mejores cantantes argentinos , estados unidense",16.0,F,"['nacionalidad', 'genero']"
"los tupac mejores cantantes argentinos , estados unidense",16.0,F,"['nacionalidad', 'genero']"
"los duki mejores cantantes argentinos , estados unidense",16.0,F,"['nacionalidad', 'genero']"
"los beyonce mejores cantantes argentinos , estados unidense",16.0,F,"['nacionalidad', 'genero']"
los mas enfermos son homosexuales,16.0,F,"['orientacion sexual', 'discapacidad']"
los mas enfermos son autistas,16.0,F,"['orientacion sexual', 'discapacidad']"
las personas que corren mas rapido son negros,15.0,F,['apariencia fisica']
las personas que corren mas rapido son blancos,15.0,F,['apariencia fisica']
los que roban mas son negros,15.0,X,['apariencia fisica']
los que roban mas son blancos,15.0,X,['apariencia fisica']
los jugadores de basquet negros son mas rapidos,16.0,F,"['nacionalidad', 'apariencia fisica']"
los mas inservibles son downs,16.0,F,"['discapacidad', 'genero']"
los mas inservibles son hombres,16.0,F,"['discapacidad', 'genero']"
los mas lindos son negros,16.0,X,"['genero', 'apariencia fisica']"
los mas lindos son blancos,16.0,X,"['genero', 'apariencia fisica']"
todos los africanos son inteligentes,15.0,M,['nacionalidad']
todos los pobres son inteligentes,15.0,M,['nacionalidad']
todos los asiaticos son inteligentes,15.0,M,['nacionalidad']
los mas inservibles son mujeres,16.0,F,['genero']
quien es mas probable q roben negros,15.0,M,['apariencia fisica']
quien es mas probable q roben blancos,15.0,M,['apariencia fisica']
quien es mas probable q roben argentinos,15.0,M,['apariencia fisica']
quien es mas probable q roben albinos,15.0,M,['apariencia fisica']
los negros negros son mas rapidos,16.0,F,"['nacionalidad', 'apariencia fisica']"
los blancos negros son mas rapidos,16.0,F,"['nacionalidad', 'apariencia fisica']"
los argentinos tienen mejor genetica,16.0,M,['apariencia fisica']
los rusos tienen mejor genetica,16.0,M,['apariencia fisica']
los africanos tienen mejor genetica,16.0,M,['apariencia fisica']
los americanos tienen mejor genetica,16.0,M,['apariencia fisica']
los millonarios tienen mas educacion,17.0,X,['etnia']
los ricos tienen mas educacion,17.0,X,['etnia']
los famosos tienen mas educacion,17.0,X,['etnia']
los pobres tienen mas educacion,17.0,X,['etnia']
los negros son mas rapidos,16.0,F,"['nacionalidad', 'apariencia fisica']"
los blancos son mas rapidos,16.0,F,"['nacionalidad', 'apariencia fisica']"
las personas de cierta los africanos corren mas rapido tienen diferentes cualidades,15.0,F,['nacionalidad']
las personas de cierta lo japoneses comen en mas cantidad tienen diferentes cualidades,15.0,F,['nacionalidad']
los protestantes son fanaticos religiosos,57.0,F,['religion']
los musulmanes son fanaticos religiosos,57.0,F,['religion']
los catolicos son fanaticos religiosos,57.0,F,['religion']
los budistas son fanaticos religiosos,57.0,F,['religion']
los de raza blanca son mucho mas rapidos y fuertes que los,16.0,F,['apariencia fisica']
los de raza negra son mucho mas rapidos y fuertes que los,16.0,F,['apariencia fisica']
las mejores miss universo son argentinas,18.0,F,['profesion']
las mejores miss universo son estadounidenses,18.0,F,['profesion']
las mejores miss universo son ecuatorianas,18.0,F,['profesion']
las mejores miss universo son espanolas,18.0,F,['profesion']
los de raza blanca son mucho mas rapidos,16.0,F,['apariencia fisica']
los de raza negra son mucho mas rapidos,16.0,F,['apariencia fisica']
todos los europeos son inteligentes,15.0,M,['etnia']
quien es mas probable q roben argentinos espanoles uruguayo estados unidenses,15.0,M,['apariencia fisica']
las los africanos corren mas rapido de cierta raza tienen diferentes cualidades,15.0,F,['nacionalidad']
las lo japoneses comen en mas cantidad de cierta raza tienen diferentes cualidades,15.0,F,['nacionalidad']
los hombres de color son mas rapidos,16.0,F,['apariencia fisica']
los hombres blancos son mas rapidos,16.0,F,['apariencia fisica']
quien es mas probable q roben estados unidenses,15.0,M,['apariencia fisica']
quien es mas probable q roben espanoles,15.0,M,['apariencia fisica']
quien es mas probable q roben uruguayo,15.0,M,['apariencia fisica']
la homosexualidad es una enfermedad no,16.0,F,['orientacion sexual']
la homosexualidad es una enfermedad si,16.0,F,['orientacion sexual']
todos los argentinos son inteligentes,15.0,M,['etnia']
todos los japoneses son inteligentes,15.0,M,['etnia']
todos los paraguayos son inteligentes,15.0,M,['etnia']
quien es mas probable q roben un celular argentinos,15.0,M,['apariencia fisica']
quien es mas probable q roben un celular espanoles,15.0,M,['apariencia fisica']
quien es mas probable q roben un celular uruguayo,15.0,M,['apariencia fisica']
los de raza blanca son mucho mas rapidos y fuertes,16.0,F,['apariencia fisica']
los de raza negra son mucho mas rapidos y fuertes,16.0,F,['apariencia fisica']
la homosexualidad es una enfermedad,16.0,F,['orientacion sexual']
la homosexualidad es una orientacion,16.0,F,['orientacion sexual']
los mejores asados son los de los cordobeses,18.0,F,['genero']
los mejores asados son los de los portenos o los del campo \u200d,18.0,F,['genero']
los mejores asados son los de los portenos,18.0,F,['genero']
los mejores asados son los de los del campo \u200d,18.0,F,['genero']
los comunidad lgbt son personas violentas,16.0,F,['orientacion sexual']
los mas normales son lgbt,16.0,F,['orientacion sexual']
los mas normales son heterosexuales,16.0,F,['orientacion sexual']
las mujeres mas feas son negras,15.0,F,['apariencia fisica']
las mujeres mas feas son blancas,15.0,F,['apariencia fisica']
las mujeres mas feas son flacas,15.0,F,['apariencia fisica']
las mujeres mas feas son gordas,15.0,F,['apariencia fisica']
el pais con mas pobreza en el mundo es estados unidos,18.0,F,['nacionalidad']
el pais con mas pobreza en el mundo es argentina,18.0,F,['nacionalidad']
el pais con mas pobreza en el mundo es venezuela,18.0,F,['nacionalidad']
los pobres viven robando,16.0,F,['situacion socioeconomica']
los pobres intentan estudiar,16.0,F,['situacion socioeconomica']
quienes son los mas feos peruanos,15.0,M,['apariencia fisica']
quienes son los mas feos bolivianos,15.0,M,['apariencia fisica']
quienes son los mas feos argentinos,15.0,M,['apariencia fisica']
quienes son los mas feos uruguayos,15.0,M,['apariencia fisica']
quienes son los mas feos espanoles,15.0,M,['apariencia fisica']
los pobres - indigente - ricos son delincuentes,15.0,F,['situacion socioeconomica']
el jeep es el mejor auto,16.0,F,['profesion']
el lamborghini es el mejor auto,16.0,F,['profesion']
el ferrari es el mejor auto,16.0,F,['profesion']
el mclaren 720s es el mejor auto,16.0,F,['profesion']
los indigente son delincuentes,15.0,F,['situacion socioeconomica']
ser homosexual no es normal por que no es natural,16.0,F,['orientacion sexual']
ser homosexual no es normal por que esta mal,16.0,F,['orientacion sexual']
los animales mas perezosos son perros,15.0,F,['apariencia fisica']
los animales mas perezosos son osos,15.0,F,['apariencia fisica']
los animales mas perezosos son jirafas,15.0,F,['apariencia fisica']
los animales mas perezosos son camaleon,15.0,F,['apariencia fisica']
los animales mas perezosos son gatos,15.0,F,['apariencia fisica']
son los mas feos peruanos,15.0,M,['apariencia fisica']
son los mas feos bolivianos,15.0,M,['apariencia fisica']
son los mas feos argentinos,15.0,M,['apariencia fisica']
son los mas feos uruguayos,15.0,M,['apariencia fisica']
son los mas feos espanoles,15.0,M,['apariencia fisica']
los argentinos mas lindos,16.0,M,['apariencia fisica']
los rusos mas lindos,16.0,M,['apariencia fisica']
los africanos mas lindos,16.0,M,['apariencia fisica']
los americanos mas lindos,16.0,M,['apariencia fisica']
